job_id,job_title,company_id,company_name,location,experience_level,salary_lpa,posted_date
2378,Data Analyst,12,Microsoft,Hyderabad,2-5 Years,15.41,2025-06-25
2379,Data Analyst,12,Microsoft,Hyderabad,2-5 Years,16.5,2025-11-25
2380,Data Analyst,6,Capgemini,Kolkata,Fresher,7.31,2025-03-09
2381,Data Analyst,5,Deloitte,Jaipur,0-2 Years,9.84,2025-03-11
2382,Data Analyst,11,Amazon,Hyderabad,0-2 Years,10.85,2025-07-14
2383,Data Analyst,9,HCL,Chennai,2-5 Years,16.91,2025-08-22
2384,Data Analyst,13,Flipkart,Jaipur,0-2 Years,10.94,2025-02-25
2385,Data Analyst,14,PwC,Ahmedabad,2-5 Years,16.04,2025-02-05
2386,Data Analyst,3,Wipro,Kolkata,5+ Years,22.09,2025-04-10
2387,Data Analyst,6,Capgemini,Chennai,0-2 Years,11.22,2025-08-13
2388,Data Analyst,5,Deloitte,Delhi NCR,0-2 Years,9.89,2025-11-20
2389,Data Analyst,14,PwC,Chennai,2-5 Years,17.57,2025-03-02
2390,Data Analyst,14,PwC,Kolkata,0-2 Years,12.24,2025-07-16
2391,Data Analyst,2,Infosys,Jaipur,Fresher,4.78,2025-08-03
2392,Data Analyst,11,Amazon,Mumbai,2-5 Years,16.38,2025-10-25
2393,Data Analyst,13,Flipkart,Delhi NCR,Fresher,5.2,2025-12-18
2394,Data Analyst,4,Accenture,Pune,2-5 Years,15.72,2025-11-23
2395,Data Analyst,6,Capgemini,Bangalore,0-2 Years,12.9,2025-06-26
2396,Data Analyst,1,TCS,Mumbai,0-2 Years,10.76,2025-10-27
2397,Data Analyst,13,Flipkart,Delhi NCR,0-2 Years,9.89,2025-07-25
2398,Data Analyst,14,PwC,Chennai,Fresher,6.3,2025-07-21
2399,Data Analyst,9,HCL,Jaipur,0-2 Years,11.25,2025-12-22
2400,Data Analyst,12,Microsoft,Jaipur,5+ Years,23.08,2025-10-17
2401,Data Analyst,15,KPMG,Bangalore,0-2 Years,12.13,2025-11-15
2402,Data Analyst,10,Tech Mahindra,Kolkata,0-2 Years,11.21,2025-10-30
2403,Data Analyst,13,Flipkart,Mumbai,Fresher,7.84,2025-06-04
2404,Data Analyst,9,HCL,Chennai,2-5 Years,16.17,2025-02-19
2405,Data Analyst,9,HCL,Chennai,0-2 Years,13.51,2025-08-17
2406,Data Analyst,14,PwC,Hyderabad,5+ Years,25.61,2025-03-19
2407,Data Analyst,10,Tech Mahindra,Mumbai,Fresher,6.94,2025-04-17
2408,Data Analyst,10,Tech Mahindra,Ahmedabad,0-2 Years,12.0,2025-11-11
2409,Data Analyst,14,PwC,Chennai,0-2 Years,12.47,2025-11-04
2410,Data Analyst,14,PwC,Hyderabad,Fresher,6.62,2025-05-26
2411,Data Analyst,3,Wipro,Jaipur,2-5 Years,16.98,2025-09-07
2412,Data Analyst,15,KPMG,Pune,2-5 Years,18.35,2025-12-11
2413,Data Analyst,15,KPMG,Delhi NCR,0-2 Years,9.65,2025-07-19
2414,Data Analyst,12,Microsoft,Jaipur,2-5 Years,14.9,2025-12-28
2415,Data Analyst,4,Accenture,Mumbai,0-2 Years,13.72,2025-09-03
2416,Data Analyst,1,TCS,Jaipur,Fresher,7.33,2025-07-01
2417,Data Analyst,13,Flipkart,Chennai,2-5 Years,17.16,2025-09-06
2418,Data Analyst,12,Microsoft,Pune,2-5 Years,16.91,2025-11-10
2419,Data Analyst,12,Microsoft,Hyderabad,2-5 Years,17.47,2025-07-19
2420,Data Analyst,4,Accenture,Hyderabad,0-2 Years,10.41,2025-05-12
2421,Data Analyst,7,Cognizant,Bangalore,2-5 Years,19.26,2025-06-21
2422,Data Analyst,1,TCS,Kolkata,5+ Years,24.4,2025-07-17
2423,Data Analyst,2,Infosys,Hyderabad,Fresher,7.72,2025-07-01
2424,Data Analyst,8,IBM,Mumbai,0-2 Years,12.45,2025-12-15
2425,Data Analyst,1,TCS,Hyderabad,0-2 Years,10.16,2025-01-20
2426,Data Analyst,14,PwC,Delhi NCR,5+ Years,23.62,2025-01-08
2427,Data Analyst,10,Tech Mahindra,Mumbai,2-5 Years,18.19,2025-06-27
2428,Data Analyst,13,Flipkart,Jaipur,0-2 Years,10.93,2025-05-31
2429,Data Analyst,5,Deloitte,Chennai,2-5 Years,17.85,2025-12-23
2430,Data Analyst,13,Flipkart,Kolkata,0-2 Years,10.6,2025-03-22
2431,Data Analyst,4,Accenture,Delhi NCR,2-5 Years,16.68,2025-12-23
2432,Data Analyst,11,Amazon,Bangalore,2-5 Years,16.78,2025-10-19
2433,Data Analyst,2,Infosys,Pune,0-2 Years,11.47,2025-04-23
2434,Data Analyst,13,Flipkart,Mumbai,2-5 Years,17.29,2025-03-23
2435,Data Analyst,15,KPMG,Bangalore,0-2 Years,13.27,2025-08-25
2436,Data Analyst,13,Flipkart,Pune,2-5 Years,16.06,2025-02-08
2437,Data Analyst,15,KPMG,Chennai,2-5 Years,16.34,2025-01-01
2438,Data Analyst,1,TCS,Jaipur,5+ Years,23.99,2025-11-25
2439,Data Analyst,2,Infosys,Jaipur,0-2 Years,10.48,2025-04-14
2440,Data Analyst,1,TCS,Ahmedabad,2-5 Years,14.07,2025-04-16
2441,Data Analyst,10,Tech Mahindra,Mumbai,0-2 Years,14.6,2025-04-23
2442,Data Analyst,13,Flipkart,Hyderabad,0-2 Years,13.66,2025-06-07
2443,Data Analyst,2,Infosys,Hyderabad,5+ Years,22.45,2025-04-05
2444,Data Analyst,14,PwC,Delhi NCR,0-2 Years,11.83,2025-11-21
2445,Data Analyst,5,Deloitte,Hyderabad,0-2 Years,11.4,2025-01-22
2446,Data Analyst,2,Infosys,Kolkata,2-5 Years,16.32,2025-09-27
2447,Data Analyst,5,Deloitte,Mumbai,5+ Years,24.85,2025-11-02
2448,Data Analyst,13,Flipkart,Chennai,5+ Years,23.22,2025-10-15
2449,Data Analyst,15,KPMG,Hyderabad,0-2 Years,11.06,2025-05-28
2450,Data Analyst,10,Tech Mahindra,Ahmedabad,0-2 Years,10.17,2025-03-24
2451,Data Analyst,7,Cognizant,Bangalore,Fresher,7.9,2025-07-26
2452,Data Analyst,6,Capgemini,Pune,2-5 Years,15.5,2025-05-15
2453,Data Analyst,6,Capgemini,Delhi NCR,2-5 Years,15.92,2025-07-07
2454,Data Analyst,2,Infosys,Bangalore,2-5 Years,17.14,2025-10-12
2455,Data Analyst,11,Amazon,Mumbai,0-2 Years,13.32,2025-01-24
2456,Data Analyst,5,Deloitte,Chennai,0-2 Years,13.28,2025-11-23
2457,Data Analyst,14,PwC,Bangalore,Fresher,8.3,2025-08-18
2458,Data Analyst,1,TCS,Mumbai,Fresher,8.79,2025-12-22
2459,Data Analyst,2,Infosys,Bangalore,0-2 Years,13.6,2025-12-13
2460,Data Analyst,2,Infosys,Mumbai,0-2 Years,13.07,2025-04-08
2461,Data Analyst,15,KPMG,Delhi NCR,Fresher,7.09,2025-02-07
2462,Data Analyst,12,Microsoft,Delhi NCR,0-2 Years,11.89,2025-11-17
2463,Data Analyst,5,Deloitte,Hyderabad,2-5 Years,17.58,2025-04-27
2464,Data Analyst,2,Infosys,Chennai,5+ Years,22.01,2025-02-28
2465,Data Analyst,10,Tech Mahindra,Pune,0-2 Years,12.54,2025-04-18
2466,Data Analyst,10,Tech Mahindra,Pune,2-5 Years,17.56,2025-10-29
2467,Data Analyst,3,Wipro,Bangalore,2-5 Years,17.08,2025-11-12
2468,Data Analyst,3,Wipro,Hyderabad,5+ Years,24.05,2025-04-14
2469,Data Analyst,11,Amazon,Ahmedabad,0-2 Years,11.82,2025-03-12
2470,Data Analyst,7,Cognizant,Chennai,2-5 Years,16.25,2025-12-13
2471,Data Analyst,15,KPMG,Bangalore,2-5 Years,19.29,2025-10-13
2472,Data Analyst,11,Amazon,Pune,2-5 Years,19.34,2025-12-26
2473,Data Analyst,15,KPMG,Pune,Fresher,6.56,2025-07-07
2474,Data Analyst,8,IBM,Kolkata,0-2 Years,9.34,2025-01-07
2475,Data Analyst,2,Infosys,Mumbai,0-2 Years,12.86,2025-08-22
2476,Data Analyst,5,Deloitte,Bangalore,2-5 Years,18.87,2025-08-07
2477,Data Analyst,5,Deloitte,Hyderabad,Fresher,7.72,2025-01-09
2478,Data Analyst,5,Deloitte,Mumbai,0-2 Years,14.24,2025-09-25
2479,Data Analyst,8,IBM,Bangalore,0-2 Years,11.39,2025-10-04
2480,Data Analyst,15,KPMG,Bangalore,Fresher,9.83,2025-02-07
2481,Data Analyst,7,Cognizant,Bangalore,0-2 Years,12.27,2025-12-15
2482,Data Analyst,11,Amazon,Pune,2-5 Years,18.56,2025-05-10
2483,Data Analyst,2,Infosys,Bangalore,0-2 Years,15.39,2025-11-27
2484,Data Analyst,5,Deloitte,Hyderabad,5+ Years,23.08,2025-08-30
2485,Data Analyst,8,IBM,Hyderabad,0-2 Years,11.34,2025-08-28
2486,Data Analyst,5,Deloitte,Ahmedabad,2-5 Years,17.03,2025-10-21
2487,Data Analyst,10,Tech Mahindra,Chennai,0-2 Years,11.04,2025-10-22
2488,Data Analyst,12,Microsoft,Delhi NCR,2-5 Years,15.95,2025-08-19
2489,Data Analyst,8,IBM,Delhi NCR,2-5 Years,16.03,2025-03-02
2490,Data Analyst,15,KPMG,Chennai,5+ Years,21.2,2025-02-18
2491,Data Analyst,2,Infosys,Mumbai,Fresher,8.48,2025-02-26
2492,Data Analyst,10,Tech Mahindra,Ahmedabad,Fresher,6.17,2025-07-27
2493,Data Analyst,14,PwC,Hyderabad,2-5 Years,16.41,2025-12-25
2494,Data Analyst,5,Deloitte,Mumbai,Fresher,10.23,2025-05-18
2495,Data Analyst,13,Flipkart,Ahmedabad,0-2 Years,9.49,2025-07-12
2496,Data Analyst,1,TCS,Mumbai,2-5 Years,18.48,2025-10-30
2497,Data Analyst,5,Deloitte,Chennai,5+ Years,23.17,2025-12-04
2498,Data Analyst,12,Microsoft,Jaipur,0-2 Years,10.66,2025-04-24
2499,Data Analyst,13,Flipkart,Mumbai,0-2 Years,13.45,2025-12-09
2500,Data Analyst,5,Deloitte,Ahmedabad,5+ Years,23.41,2025-08-24
2501,Data Analyst,3,Wipro,Delhi NCR,2-5 Years,16.68,2025-01-01
2502,Data Analyst,6,Capgemini,Bangalore,2-5 Years,19.16,2025-07-28
2503,Data Analyst,14,PwC,Hyderabad,0-2 Years,11.6,2025-02-12
2504,Data Analyst,13,Flipkart,Chennai,2-5 Years,15.77,2025-01-26
2505,Data Analyst,12,Microsoft,Mumbai,0-2 Years,11.2,2025-07-20
2506,Data Analyst,13,Flipkart,Bangalore,0-2 Years,12.01,2025-04-03
2507,Data Analyst,14,PwC,Jaipur,2-5 Years,19.54,2025-12-07
2508,Data Analyst,9,HCL,Bangalore,Fresher,10.49,2025-07-26
2509,Data Analyst,3,Wipro,Hyderabad,Fresher,6.38,2025-08-14
2510,Data Analyst,1,TCS,Ahmedabad,0-2 Years,9.41,2025-05-22
2511,Data Analyst,6,Capgemini,Pune,0-2 Years,12.08,2025-04-13
2512,Data Analyst,15,KPMG,Chennai,2-5 Years,17.16,2025-06-09
2513,Data Analyst,14,PwC,Delhi NCR,2-5 Years,16.66,2025-12-28
2514,Data Analyst,4,Accenture,Mumbai,0-2 Years,12.19,2025-02-11
2515,Data Analyst,6,Capgemini,Mumbai,0-2 Years,12.35,2025-12-19
2516,Data Analyst,10,Tech Mahindra,Mumbai,Fresher,8.89,2025-08-24
2517,Data Analyst,6,Capgemini,Jaipur,2-5 Years,16.1,2025-08-24
2518,Data Analyst,1,TCS,Bangalore,2-5 Years,15.34,2025-01-25
2519,Data Analyst,4,Accenture,Delhi NCR,Fresher,6.72,2025-06-24
2520,Data Analyst,10,Tech Mahindra,Delhi NCR,5+ Years,21.98,2025-09-08
2521,Data Analyst,13,Flipkart,Chennai,5+ Years,23.71,2025-04-04
2522,Data Analyst,4,Accenture,Pune,0-2 Years,15.08,2025-04-02
2523,Data Analyst,7,Cognizant,Bangalore,0-2 Years,13.44,2025-10-02
2524,Data Analyst,8,IBM,Kolkata,0-2 Years,10.62,2025-08-10
2525,Data Analyst,4,Accenture,Pune,0-2 Years,12.61,2025-07-07
2526,Data Analyst,8,IBM,Mumbai,2-5 Years,18.08,2025-09-20
2527,Data Analyst,3,Wipro,Delhi NCR,0-2 Years,11.5,2025-02-20
2528,Data Analyst,2,Infosys,Bangalore,0-2 Years,13.73,2025-10-27
2529,Data Analyst,9,HCL,Mumbai,2-5 Years,19.97,2025-02-06
2530,Data Analyst,15,KPMG,Chennai,2-5 Years,15.14,2025-07-30
2531,Data Analyst,11,Amazon,Bangalore,2-5 Years,18.57,2025-04-10
2532,Data Analyst,13,Flipkart,Chennai,2-5 Years,15.39,2025-09-16
2533,Data Analyst,2,Infosys,Jaipur,0-2 Years,11.67,2025-11-09
2534,Data Analyst,14,PwC,Jaipur,2-5 Years,14.9,2025-01-16
2535,Data Analyst,3,Wipro,Delhi NCR,Fresher,6.5,2025-09-07
2536,Data Analyst,4,Accenture,Pune,0-2 Years,11.15,2025-06-16
2537,Data Analyst,14,PwC,Delhi NCR,0-2 Years,12.17,2025-05-09
2538,Data Analyst,15,KPMG,Pune,0-2 Years,12.6,2025-03-24
2539,Data Analyst,5,Deloitte,Ahmedabad,2-5 Years,14.51,2025-05-30
2540,Data Analyst,15,KPMG,Pune,2-5 Years,16.57,2025-01-09
2541,Data Analyst,12,Microsoft,Mumbai,2-5 Years,16.65,2025-11-19
2542,Data Analyst,6,Capgemini,Chennai,0-2 Years,9.99,2025-08-10
2543,Data Analyst,13,Flipkart,Mumbai,0-2 Years,12.24,2025-07-10
2544,Data Analyst,7,Cognizant,Mumbai,Fresher,8.13,2025-01-14
2545,Data Analyst,1,TCS,Chennai,2-5 Years,19.41,2025-11-14
2546,Data Analyst,6,Capgemini,Delhi NCR,0-2 Years,11.52,2025-09-27
2547,Data Analyst,2,Infosys,Ahmedabad,Fresher,5.35,2025-01-09
2548,Data Analyst,3,Wipro,Kolkata,Fresher,6.32,2025-07-31
2549,Data Analyst,5,Deloitte,Ahmedabad,0-2 Years,12.23,2025-03-02
2550,Data Analyst,1,TCS,Kolkata,2-5 Years,18.51,2025-03-30
2551,Data Analyst,8,IBM,Hyderabad,Fresher,6.1,2025-11-13
2552,Data Analyst,1,TCS,Bangalore,0-2 Years,10.74,2025-11-27
2553,Data Analyst,13,Flipkart,Delhi NCR,0-2 Years,13.25,2025-10-01
2554,Data Analyst,8,IBM,Jaipur,2-5 Years,16.47,2025-02-15
2555,Data Analyst,1,TCS,Bangalore,2-5 Years,16.96,2025-03-12
2556,Data Analyst,1,TCS,Pune,0-2 Years,12.14,2025-10-20
2557,Data Analyst,1,TCS,Kolkata,0-2 Years,7.84,2025-08-01
2558,Data Analyst,11,Amazon,Hyderabad,0-2 Years,12.0,2025-06-30
2559,Data Analyst,12,Microsoft,Mumbai,2-5 Years,17.89,2025-05-22
2560,Data Analyst,1,TCS,Chennai,Fresher,8.61,2025-12-31
2561,Data Analyst,8,IBM,Kolkata,0-2 Years,9.78,2025-02-06
2562,Data Analyst,11,Amazon,Chennai,2-5 Years,16.6,2025-03-19
2563,Data Analyst,9,HCL,Bangalore,0-2 Years,11.89,2025-01-17
2564,Data Analyst,5,Deloitte,Ahmedabad,0-2 Years,11.31,2025-02-28
2565,Data Analyst,8,IBM,Chennai,2-5 Years,15.43,2025-12-04
2566,Data Analyst,3,Wipro,Kolkata,2-5 Years,15.51,2025-11-22
2567,Data Analyst,11,Amazon,Jaipur,2-5 Years,14.81,2025-01-21
2568,Data Analyst,8,IBM,Ahmedabad,2-5 Years,16.78,2025-11-06
2569,Data Analyst,1,TCS,Pune,0-2 Years,12.53,2025-07-30
2570,Data Analyst,10,Tech Mahindra,Pune,2-5 Years,16.22,2025-04-30
2571,Data Analyst,4,Accenture,Bangalore,2-5 Years,18.05,2025-07-19
2572,Data Analyst,2,Infosys,Pune,2-5 Years,14.76,2025-01-13
2573,Data Analyst,9,HCL,Hyderabad,0-2 Years,11.64,2025-06-07
2574,Data Analyst,12,Microsoft,Delhi NCR,2-5 Years,15.94,2025-05-27
2575,Data Analyst,12,Microsoft,Ahmedabad,2-5 Years,19.14,2025-07-23
2576,Data Analyst,13,Flipkart,Chennai,Fresher,6.17,2025-03-30
2577,Data Analyst,11,Amazon,Chennai,0-2 Years,13.26,2025-10-23
2578,Data Analyst,2,Infosys,Ahmedabad,Fresher,8.2,2025-01-31
2579,Data Analyst,8,IBM,Delhi NCR,5+ Years,23.34,2025-07-03
2580,Data Analyst,11,Amazon,Hyderabad,5+ Years,26.11,2025-12-26
2581,Data Analyst,3,Wipro,Ahmedabad,0-2 Years,11.45,2025-08-27
2582,Data Analyst,1,TCS,Ahmedabad,2-5 Years,16.47,2025-07-27
2583,Data Analyst,15,KPMG,Bangalore,2-5 Years,17.94,2025-03-07
2584,Data Analyst,13,Flipkart,Mumbai,2-5 Years,18.97,2025-04-16
2585,Data Analyst,2,Infosys,Pune,5+ Years,24.82,2025-10-30
2586,Data Analyst,5,Deloitte,Ahmedabad,5+ Years,22.25,2025-07-14
2587,Data Analyst,4,Accenture,Hyderabad,0-2 Years,10.42,2025-03-09
2588,Data Analyst,1,TCS,Bangalore,0-2 Years,12.76,2025-03-25
2589,Data Analyst,14,PwC,Bangalore,0-2 Years,12.04,2025-11-29
2590,Data Analyst,8,IBM,Mumbai,0-2 Years,12.42,2025-12-28
2591,Data Analyst,8,IBM,Mumbai,2-5 Years,18.98,2025-08-20
2592,Data Analyst,13,Flipkart,Delhi NCR,2-5 Years,15.45,2025-11-21
2593,Data Analyst,8,IBM,Hyderabad,Fresher,7.95,2025-10-02
2594,Data Analyst,12,Microsoft,Hyderabad,0-2 Years,12.07,2025-03-14
2595,Data Analyst,4,Accenture,Bangalore,0-2 Years,14.02,2025-02-26
2596,Data Analyst,3,Wipro,Jaipur,0-2 Years,8.3,2025-12-09
2597,Data Analyst,13,Flipkart,Delhi NCR,0-2 Years,10.27,2025-04-27
2598,Data Analyst,2,Infosys,Ahmedabad,5+ Years,23.25,2025-01-13
2599,Data Analyst,13,Flipkart,Ahmedabad,2-5 Years,17.44,2025-05-23
2600,Data Analyst,7,Cognizant,Mumbai,2-5 Years,16.91,2025-01-01
2601,Data Analyst,8,IBM,Chennai,0-2 Years,9.25,2025-11-29
2602,Data Analyst,7,Cognizant,Bangalore,2-5 Years,18.74,2025-07-21
2603,Data Analyst,13,Flipkart,Ahmedabad,2-5 Years,15.24,2025-02-18
2604,Data Analyst,5,Deloitte,Delhi NCR,2-5 Years,14.57,2025-01-06
2605,Data Analyst,7,Cognizant,Mumbai,0-2 Years,11.75,2025-05-08
2606,Data Analyst,4,Accenture,Kolkata,0-2 Years,10.78,2025-09-25
2607,Data Analyst,9,HCL,Delhi NCR,5+ Years,22.27,2025-09-27
2608,Data Analyst,4,Accenture,Jaipur,2-5 Years,13.35,2025-06-05
2609,Data Analyst,4,Accenture,Kolkata,0-2 Years,12.08,2025-04-26
2610,Data Analyst,6,Capgemini,Hyderabad,5+ Years,25.53,2025-05-04
2611,Data Analyst,6,Capgemini,Kolkata,0-2 Years,11.78,2025-07-17
2612,Data Analyst,5,Deloitte,Bangalore,0-2 Years,11.63,2025-01-15
2613,Data Analyst,2,Infosys,Hyderabad,Fresher,7.76,2025-05-27
2614,Data Analyst,15,KPMG,Kolkata,2-5 Years,15.99,2025-07-19
2615,Data Analyst,14,PwC,Pune,0-2 Years,12.22,2025-10-19
2616,Data Analyst,12,Microsoft,Jaipur,0-2 Years,11.8,2025-09-04
2617,Data Analyst,4,Accenture,Bangalore,2-5 Years,17.12,2025-10-30
2618,Data Analyst,2,Infosys,Mumbai,2-5 Years,17.6,2025-03-05
2619,Data Analyst,6,Capgemini,Bangalore,Fresher,9.55,2025-06-29
2620,Data Analyst,9,HCL,Jaipur,0-2 Years,12.75,2025-07-12
2621,Data Analyst,14,PwC,Delhi NCR,0-2 Years,11.85,2025-06-24
2622,Data Analyst,8,IBM,Bangalore,0-2 Years,13.95,2025-08-09
2623,Data Analyst,11,Amazon,Pune,2-5 Years,16.6,2025-03-21
2624,Data Analyst,9,HCL,Hyderabad,0-2 Years,13.69,2025-10-26
2625,Data Analyst,15,KPMG,Bangalore,Fresher,9.49,2025-06-01
2626,Data Analyst,9,HCL,Mumbai,0-2 Years,11.47,2025-12-31
2627,Data Analyst,7,Cognizant,Jaipur,0-2 Years,12.68,2025-08-03
2628,Data Analyst,8,IBM,Jaipur,Fresher,7.84,2025-04-09
2629,Data Analyst,6,Capgemini,Kolkata,2-5 Years,15.47,2025-12-25
2630,Data Analyst,14,PwC,Kolkata,Fresher,6.42,2025-03-16
2631,Data Analyst,13,Flipkart,Kolkata,0-2 Years,11.36,2025-01-07
2632,Data Analyst,4,Accenture,Jaipur,Fresher,7.56,2025-03-07
2633,Data Analyst,15,KPMG,Hyderabad,Fresher,8.24,2025-12-13
2634,Data Analyst,4,Accenture,Mumbai,2-5 Years,17.87,2025-11-03
2635,Data Analyst,2,Infosys,Ahmedabad,0-2 Years,13.04,2025-12-13
2636,Data Analyst,10,Tech Mahindra,Pune,2-5 Years,17.79,2025-06-13
2637,Data Analyst,12,Microsoft,Hyderabad,5+ Years,24.23,2025-05-13
2638,Data Analyst,7,Cognizant,Chennai,0-2 Years,12.63,2025-01-18
2639,Data Analyst,11,Amazon,Hyderabad,Fresher,6.76,2025-02-13
2640,Data Analyst,7,Cognizant,Delhi NCR,2-5 Years,16.48,2025-11-21
2641,Data Analyst,13,Flipkart,Mumbai,0-2 Years,14.67,2025-09-07
2642,Data Analyst,5,Deloitte,Ahmedabad,0-2 Years,10.74,2025-11-19
2643,Data Analyst,7,Cognizant,Delhi NCR,2-5 Years,14.98,2025-12-07
2644,Data Analyst,10,Tech Mahindra,Kolkata,5+ Years,22.22,2025-06-22
2645,Data Analyst,12,Microsoft,Ahmedabad,2-5 Years,14.69,2025-07-28
2646,Data Analyst,2,Infosys,Chennai,2-5 Years,15.56,2025-04-11
2647,Data Analyst,13,Flipkart,Ahmedabad,Fresher,6.56,2025-01-04
2648,Data Analyst,12,Microsoft,Ahmedabad,2-5 Years,14.31,2025-03-23
2649,Data Analyst,9,HCL,Chennai,2-5 Years,16.52,2025-12-21
2650,Data Analyst,2,Infosys,Bangalore,2-5 Years,19.08,2025-01-30
2651,Data Analyst,6,Capgemini,Mumbai,0-2 Years,11.41,2025-12-18
2652,Data Analyst,12,Microsoft,Pune,0-2 Years,13.32,2025-12-10
2653,Data Analyst,14,PwC,Delhi NCR,2-5 Years,16.61,2025-10-02
2654,Data Analyst,7,Cognizant,Bangalore,Fresher,10.24,2025-04-17
2655,Data Analyst,15,KPMG,Ahmedabad,2-5 Years,15.21,2025-04-28
2656,Data Analyst,11,Amazon,Jaipur,2-5 Years,17.03,2025-01-20
2657,Data Analyst,9,HCL,Mumbai,2-5 Years,16.19,2025-11-16
2658,Data Analyst,13,Flipkart,Jaipur,2-5 Years,17.07,2025-04-11
2659,Data Analyst,5,Deloitte,Jaipur,5+ Years,23.21,2025-08-29
2660,Data Analyst,15,KPMG,Mumbai,0-2 Years,13.16,2025-03-10
2661,Data Analyst,9,HCL,Delhi NCR,0-2 Years,9.59,2025-12-28
2662,Data Analyst,9,HCL,Hyderabad,2-5 Years,15.93,2025-05-18
2663,Data Analyst,7,Cognizant,Pune,0-2 Years,12.22,2025-12-15
2664,Data Analyst,1,TCS,Hyderabad,2-5 Years,15.86,2025-04-16
2665,Data Analyst,2,Infosys,Delhi NCR,0-2 Years,11.56,2025-02-01
2666,Data Analyst,9,HCL,Kolkata,Fresher,5.36,2025-10-21
2667,Data Analyst,9,HCL,Hyderabad,2-5 Years,18.02,2025-12-08
2668,Data Analyst,13,Flipkart,Bangalore,2-5 Years,16.52,2025-04-02
2669,Data Analyst,2,Infosys,Jaipur,0-2 Years,11.66,2025-01-30
2670,Data Analyst,8,IBM,Chennai,2-5 Years,17.25,2025-02-23
2671,Data Analyst,9,HCL,Jaipur,Fresher,6.16,2025-05-25
2672,Data Analyst,14,PwC,Jaipur,0-2 Years,11.7,2025-08-29
2673,Data Analyst,9,HCL,Jaipur,2-5 Years,16.31,2025-12-20
2674,Data Analyst,6,Capgemini,Bangalore,0-2 Years,12.35,2025-07-07
2675,Data Analyst,12,Microsoft,Bangalore,0-2 Years,11.79,2025-12-07
2676,Data Analyst,11,Amazon,Delhi NCR,5+ Years,20.64,2025-12-12
2677,Data Analyst,7,Cognizant,Chennai,2-5 Years,16.92,2025-08-04
2678,Data Analyst,5,Deloitte,Delhi NCR,5+ Years,21.12,2025-09-25
2679,Data Analyst,1,TCS,Jaipur,Fresher,7.11,2025-05-03
2680,Data Analyst,3,Wipro,Chennai,0-2 Years,11.18,2025-05-04
2681,Data Analyst,4,Accenture,Chennai,0-2 Years,12.31,2025-12-02
2682,Data Analyst,8,IBM,Delhi NCR,2-5 Years,15.64,2025-11-17
2683,Data Analyst,6,Capgemini,Delhi NCR,0-2 Years,10.6,2025-10-28
2684,Data Analyst,5,Deloitte,Hyderabad,5+ Years,24.88,2025-10-09
2685,Data Analyst,7,Cognizant,Kolkata,5+ Years,23.4,2025-05-20
2686,Data Analyst,7,Cognizant,Mumbai,0-2 Years,12.88,2025-05-28
2687,Data Analyst,9,HCL,Delhi NCR,2-5 Years,16.56,2025-02-04
2688,Data Analyst,9,HCL,Pune,0-2 Years,9.66,2025-08-28
2689,Data Analyst,10,Tech Mahindra,Pune,2-5 Years,17.41,2025-10-24
2690,Data Analyst,1,TCS,Delhi NCR,5+ Years,23.73,2025-05-29
2691,Data Analyst,15,KPMG,Pune,0-2 Years,10.28,2025-08-12
2692,Data Analyst,4,Accenture,Delhi NCR,0-2 Years,10.71,2025-09-29
2693,Data Analyst,15,KPMG,Hyderabad,0-2 Years,11.95,2025-03-26
2694,Data Analyst,2,Infosys,Kolkata,2-5 Years,15.84,2025-01-12
2695,Data Analyst,12,Microsoft,Hyderabad,2-5 Years,17.4,2025-03-04
2696,Data Analyst,10,Tech Mahindra,Kolkata,2-5 Years,17.72,2025-08-21
2697,Data Analyst,10,Tech Mahindra,Delhi NCR,0-2 Years,12.3,2025-04-05
2698,Data Analyst,1,TCS,Hyderabad,0-2 Years,10.43,2025-05-26
2699,Data Analyst,10,Tech Mahindra,Kolkata,0-2 Years,11.75,2025-03-15
2700,Data Analyst,13,Flipkart,Delhi NCR,2-5 Years,17.59,2025-12-21
2701,Data Analyst,9,HCL,Kolkata,0-2 Years,11.46,2025-12-28
2702,Data Analyst,1,TCS,Jaipur,Fresher,8.31,2025-07-22
2703,Data Analyst,9,HCL,Hyderabad,0-2 Years,14.41,2025-11-17
2704,Data Analyst,14,PwC,Pune,2-5 Years,17.73,2025-03-16
2705,Data Analyst,12,Microsoft,Chennai,0-2 Years,11.8,2025-01-05
2706,Data Analyst,13,Flipkart,Ahmedabad,0-2 Years,12.25,2025-11-08
2707,Data Analyst,4,Accenture,Kolkata,0-2 Years,11.17,2025-10-07
2708,Data Analyst,11,Amazon,Chennai,0-2 Years,11.53,2025-09-09
2709,Data Analyst,14,PwC,Mumbai,0-2 Years,12.08,2025-08-07
2710,Data Analyst,5,Deloitte,Hyderabad,2-5 Years,18.88,2025-08-29
2711,Data Analyst,8,IBM,Chennai,2-5 Years,15.52,2025-11-21
2712,Data Analyst,7,Cognizant,Ahmedabad,2-5 Years,17.84,2025-05-26
2713,Data Analyst,6,Capgemini,Hyderabad,Fresher,8.6,2025-07-05
2714,Data Analyst,11,Amazon,Kolkata,0-2 Years,9.32,2025-03-23
2715,Data Analyst,2,Infosys,Kolkata,Fresher,7.44,2025-01-04
2716,Data Analyst,2,Infosys,Jaipur,0-2 Years,8.48,2025-05-15
